1.0.158.113,BLOCKLIST.DE,CBL,MAILSPIKE Z,RATS Dyna,Spamhaus ZEN
1.0.178.30,BLOCKLIST.DE,DRONE BL,Spamhaus ZEN
1.0.225.62,BLOCKLIST.DE,CBL,MAILSPIKE Z,RATS Dyna,Spamhaus ZEN
1.1.131.28,BLOCKLIST.DE,CBL,RATS Dyna,Spamhaus ZEN
